x,y,title,User,Category,Description,Installations,Score
4.987452,9.130311,Learn to Spell & Write,Children,Literacy - English / ABCs,"Is a educational game for learning to write, read and improve spelling. The game is designed for the whole family.

Help kids learn how to spell and recognize words, in English and Spanish. With funny pictures, this game help improve her vocabulary...","1,000,000",4.29
3.1877034,11.351868,Kids Educational Games: Preschool and Kindergarten,Children,Learning play,"Let your kids improve the learning ability with the collection of best Educational games designed for toddlers, preschool kids, Kindergarten and primary school in this unique multiage app 

“Educational Games” has a collection of best logical games...","1,000,000",4.23
5.262231,10.211317,Learn to Read! Bini ABC games!,Children,Literacy - English / ABCs,"Educational games for toddlers are the best way to engage young minds. Let your child learn the fun way with learning games for kids.

The Live Letter universe is an educational wonderland with more than 400 mini games for kids. Preschool learning ...","10,000,000",4.22
6.173065,10.236482,Russian alphabet for kids. Letters and sounds.,Children,Literacy - non-English,"🎉Hooray! A number of downloads of our game exceeded 6️⃣0️⃣0️⃣ 0️⃣0️⃣0️⃣. Thank you for your trust 🎉

It's a simple way to learn Russian alphabet with your kids. There are the colorful big photos with the pronunciation of each letter, that helps chi...","500,000",n/a
2.780436,11.694443,Baby puzzles Under Water,Children,Learning play,"Baby puzzles Under Water will help your little ones to develop thinking, tactile and fine motor skills. This is a fun educational learning app for your little ones. 

Baby Games:

• Learn the colorful pieces and shapes
• Beautifully designed int...","1,000",n/a
3.7759554,9.460148,Baby Flashcards - First Words,Children,Literacy - non-English,"Let your baby learn first words by interacting with beautiful flashcards and playing simple games in our ad-free educational application. 

Flashcards for toddlers will help boys and girls to learn words across 8 topics: fruits and vegetables, fami...","1,000",n/a
1.3203479,5.5271835,Bebememo - Smart Baby Journal,Parents,Baby photos,"Bebememo was created to record your baby's every precious moment and give parents a safe and easy way to share photos and videos with loved ones.

SMART AI DETECTION
After adding your baby’s information in Bebememo, all your baby's photos and vide...","100,000",5.0
4.2670956,13.080932,Math for kids: learning games,Children,Numeracy development,"Exciting educational games for boys and girls with cute and funny animals: 🐰
✔️ count numbers and items in direct and reverse order (counting numbers up to 20)
✔️ write numbers with tracing (writing numbers up to 9)
✔️ learn and repeat the pronunc...","1,000,000",3.69
-1.5124227,8.186656,Lullabies Baby Mozart,Parents,Helping babies to sleep,"Lullabies Baby Mozart is a free offline application which helps your baby to fall asleep faster.

The app contains the most beautiful and popular Mozart's lullabies Brain Development selection:

Why to download our free Baby Lullabies Sleep Music...","10,000",n/a
-1.2338383,11.31546,Dinosaurs Jigsaw Puzzles Game,Children,Simple puzzles,"If you or your kids like dinosaur games and jigsaw puzzles, they will LOVE this puzzle filled with cool dino pictures!

In this relaxing puzzle game for kids and adults you can choose whether to use 6, 9, 12, 16, 30 or 56 pieces, adjusting the diff...","5,000,000",4.33
3.2945573,11.323485,Kids Learning Box: Preschool,Children,Learning play,"Kids Learning Game is an all-in-one app for preschool and kindergarten kids! There are 10 different carefully created categories. The categories of kids learning app includes pre k learning games, nursery games and preshool educational games for kids...","1,000,000",4.16
1.2889442,11.732359,Brain game with animals,Children,General play,"Tap the cards and memorize the animal behind them, in order to match its couple. Players are required to uncover and match all the animal to complete the game. Time control and high scores are included to measure your progress and improvement as a mi...","1,000,000",4.52
2.9869342,9.918391,Kids A-Z,Children,Learning play,"Have fun learning with Raz-Kids, Science A-Z, and Headsprout on the Kids A-Z app!
  
With Kids A-Z, students can complete various interactive activities from the Raz-Kids, Science A-Z, and Headsprout products and update their robot avatars on mobil...","5,000,000",4.11
3.649929,9.890464,English Flashcards For Kids,Children,Learning play,"The app has1500 voiced flashcards in English and several educational games: ""Find a Picture"", ""Coloring"", ""Puzzles"", ""Find a Word"", etc. Also additional sounds (such as animal voices) and short videos. Children really like to watch these interactive ...","100,000",3.47
3.6260073,10.114759,First Words for Baby,Children,Learning play,"Are you looking toddler games free for 2 years old or toddler games free for 3 years old? This app is one of the best toddler learning games and great to teach first words to your babies, toddlers and kids! Introduce new words to your toddler, kid or...","1,000,000",4.05
2.7062328,9.905913,STEM Buddies: Science for Kids,Children,Learning play,"Welcome to the world of the STEM Buddies. We use storytelling, animations and fun activities to spark children’s interest in science, technology, engineering and math (STEM) and introduce them to 21st century skills. This educational app is interacti...","100,000",3.92
1.5440459,8.338757,Lea & Pop - Baby songs cartoon,Children,General play,"• Works offline • No ads • 7-day trial • Watch on TV • Safe for children

Baby Songs with Lea and Pop is the excellent opportunity to introduce preschoolers and kindergarteners to the beautiful musical adventure.

Lea and Pop live music in a magi...","100,000",n/a
1.8433892,1.278983,Femometer - Fertility Tracker,Parents,Fertility tracking,"Take control of your unique menstrual cycle with Femometer, the smartest period, ovulation & fertility tracker for those who needs to get pregnant or track menstrual cycle. Know your body, know yourself.

Femometer is a smart period tracker and ovu...","1,000,000",4.82
3.9751291,9.323627,First Words 12 Months Plus (Baby Flash cards),Children,Literacy - English / ABCs,"""Learn First Words – 12 Months Plus (Flashcards for Baby)"" is an educational game designed to introduce your baby or toddler to everyday vocabulary. Baby Flashcards are designed to teach your kids new words through pictures, sound, and animation. It’...","100,000",4.48
1.5870726,1.3219501,Period Tracker for Women,Parents,Fertility tracking,Ovulation calculator & fertility tracker is a free birth control app. Menstruation tracker is your friend to get pregnant fast. But periods tracker also helps to not get pregnant. The application has the best menstruation and ovulation calendar among...,"100,000",n/a
1.4441355,4.8193793,DadPad,Parents,Parental support,"The DadPad® - An essential guide for new dads, supporting new families in working together for their babies.
Written with the NHS and Health Authorities where you live.


New dads will feel excited, but may also feel left out, unsure and overwhel...","10,000",3.09
5.3296523,10.693293,Bini ABC games for kids!,Children,Literacy - English / ABCs,"Bini Super ABC for kids is where your child can play letter games for kids and learning games for toddlers to learn letters. Let’s get this alphabet game started!

Alphabet games like those in the Bini super ABC app with super baby letters help you...","10,000,000",4.07
2.0128713,0.7025058,Menstrual cycle tracking,Parents,Fertility tracking,"Menstrual cycle tracking - Menstruation calendar. The women's calendar will help you track your periods, calculate the days of ovulation of the calendar, and also indicate the most favorable days for conceiving a child and pregnancy, and safe days, t...","100,000",4.17
5.172075,8.162774,English Learning For Kids,Children,Literacy - English / ABCs,Do you want to teach your kids English? Then 'English Learning For Kids' is a must download if you want to teach them English in a fun and engaging way. Download 'English Learning For Kids' now to give your child the best chance to learn English for ...,"500,000",3.82
1.118502,11.921011,Kids Animal Jigsaw Puzzles,Children,Simple puzzles,"Complete jigsaw puzzles while learning about wild animals, farm animals and identifying the sounds they make.

*** Now includes the maze escape game and the find the pairs memory training game ***

This educational and fun App helps young childre...","500,000",3.96
2.807696,10.665563,GCompris Educational Game for Children,Children,Learning play,"GCompris is a high quality educational software suite, including a large number of activities for children aged 2 to 10.

Some of the activities are game orientated, but still educational.

Here is the list of activity categories with some exampl...","100,000",n/a
